Frecuencia  Ruta
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/for-await-passthrough.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/bad-assoc-pat.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-char-literals-3.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-char-literals-2.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-str-literal-as-char-4.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-str-literal-as-char-2.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-str-literal-as-char-1.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-char-literals-6.rs
         4  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-emoji-identifiers.rs
         3  /home/socub/U/tesis/rust_repos/rust/library/std/src/os/unix/net/tests.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/source/configs/disable_all_formatting/true.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0022_bad_exprs.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0035_use_recover.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0007_stray_curly_in_file.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0002_duplicate_shebang.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/tuple_field_list_recovery.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/macro_rules_as_macro_name.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/lifetime_starts_with_a_number.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unstarted_raw_byte_string_at_eof.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unstarted_raw_string_at_eof.rs
         3  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/parser/validation/0045_ambiguous_trait_object.rs
         3  /home/socub/U/tesis/rust_repos/rust/compiler/rustc_ast_lowering/src/expr.rs
         3  /home/socub/U/tesis/rust_repos/rust/compiler/rustc_codegen_gcc/src/intrinsic/archs.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/associated-type-bounds/suggest-removing-impl.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/or-patterns/remove-leading-vert.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/or-patterns/multiple-pattern-typo.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/half-open-range-patterns/range_pat_interactions2.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/half-open-range-patterns/range_pat_interactions1.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/half-open-range-patterns/half-open-range-pats-inclusive-no-end.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/feature-gates/feature-gate-never_patterns.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/attributes/attrs-with-no-formal-in-generics-1.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/attributes/attrs-with-no-formal-in-generics-3.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/attributes/issue-90873.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/resolve/token-error-correct-3.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/const-generics/parser-error-recovery/issue-89013-type.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/structs/incomplete-fn-in-struct-definition.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/fn-invalid-generics.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/fn-complex-generics.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/missing-fat-arrow.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/removed-syntax/removed-syntax-closure-lifetime.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unicode-chars.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/help-set-edition-ice-122130.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/numeric-lifetime.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/fn-field-parse-error-ice.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/use-colon-as-mod-sep.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/item-kw-case-mismatch.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-where-clause-before-tuple-struct-body-0.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-field-semi.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-labeled-non-block-expr.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bad-escape-suggest-raw-string.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bad-lit-suffixes.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/labeled-no-colon-expr.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unsized2.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bounds-type.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/pat-lt-bracket-3.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/variadic-ffi-nested-syntactic-fail.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/trait-object-delimiters.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/misspelled-keywords/ref.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/macros-no-semicolon.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/raw-str-unterminated.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/raw-literal-keywords.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/raw-str-delim.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-1655.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-101540.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-73568-lifetime-after-mut.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-45296.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-81827.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-111148.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-104367.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-70583-block-is-empty-2.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keyword-mod-as-identifier.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/diff-markers/trait-item.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/diff-markers/item-with-attr.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keyword-use-as-identifier.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/trailing-carriage-return-in-string.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/item-needs-block.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/range-pattern-meant-to-be-slice-rest-pattern.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/self-ctor-133272.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/bindings-after-at/nested-type-ascription-syntactically-invalid.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/str/str-as-char.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/traits/const-traits/span-bug-issue-121418.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/typeck/typeck_type_placeholder_item.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/generics/overlapping-errors-span-issue-123861.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/js-style-comparison-op.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/argument-list-from-path-sep-error-129273.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/recover-invalid-float.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/recover-from-semicolon-trailing-item.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/expr/malformed_closure/missing_braces_around_block.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/consts/const-eval/issue-104390.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/ascription/issue-47666.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/unpretty/expanded-exhaustive.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/for-await.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/E0178.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/bad-assoc-expr.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bare-cr-string-literal-doc-comment.rs
         3  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/lex-bad-str-literal-as-char-3.rs
         2  /home/socub/U/tesis/rust_repos/rust/library/alloc/benches/string.rs
