Frecuencia  Ruta
         3  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue_6159.rs
         3  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-6105.rs
         3  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/async_trait_bound.rs
         3  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/generic_arg_bounds.rs
         3  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/src/syntax_kind/generated.rs
         3  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/impl-trait/lifetimes.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/library/std/src/sys/pal/uefi/helpers.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/pattern.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/default-field-values.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/comment.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/negative-impl.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/immovable_coroutines.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/macro_rules.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/coverage/target/comments.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/parser/issue-4126/invalid.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/parser/stashed-diag2.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/pattern.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/default-field-values.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/return-type-notation.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue_5542.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/negative-impl.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-5151/minimum_example.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/immovable_coroutines.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/macro_rules.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/ok/0068_item_modifiers.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/range_pat.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/const_trait_bound.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/yeet_expr.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/exclusive_range_pat.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/const_param_default_path.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/yield_expr.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/force-inlining/invalid.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/parser/suggest_misplaced_generics/enum.rs
         2  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/parser/suggest_misplaced_generics/type.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/library/alloc/src/collections/btree/node.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/library/portable-simd/crates/core_simd/src/ops.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/library/core/src/internal_macros.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/library/core/src/sync/atomic.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/library/core/src/char/methods.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/structs.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/configs/indent_style/block_call.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/configs/use_try_shorthand/true.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/configs/use_try_shorthand/false.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/postfix-match/pf-match.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/preserves_carriage_return_for_windows.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/issue-945.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/source/preserves_carriage_return_for_unix.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/parser/issue_4418.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/negative-bounds.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-1681.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/structs.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/configs/indent_style/block_call.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/configs/use_try_shorthand/false.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-4908-2.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/postfix-match/pf-match.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-1255.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/preserves_carriage_return_for_windows.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/issue-945.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/guard_patterns.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rustfmt/tests/target/preserves_carriage_return_for_unix.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/hir-expand/src/builtin/quote.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/ok/0055_dot_dot_dot.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/ok/0030_string_suffixes.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/assoc_type_bound.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/ref_expr.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/struct_initializer_with_defaults.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/box_pat.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/become_expr.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/record_field_default_values.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/const_block_pat.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/const_closure.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/dyn_trait_type_weak.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/default_unsafe_item.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/record_lit.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/field_expr.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/try_macro_rules.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/try_macro_fallback.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/return_type_syntax_in_path.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/ok/default_item.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/ident.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/whitespace.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/hello.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/raw_ident.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/lifetimes.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/symbols.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/chars.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/numbers.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/guarded_str_prefix_edition_2021.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/parser/test_data/lexer/ok/raw_strings.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/src/tools/rust-analyzer/crates/intern/src/symbol/symbols.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/impl-trait/in-trait/return-type-notation.rs
         1  /home/socub/U/tesis/rust_repos/rust_2/tests/ui/parser/diff-markers/enum.rs
